Month,Year,Date,American Canyon,American Canyon,American Canyon,American Canyon,American Canyon,Benicia,Benicia,Benicia,Benicia,Benicia,Burlingame,Burlingame,Burlingame,Burlingame,Burlingame,CCCSD,CCCSD,CCCSD,CCCSD,CCCSD,CMSA,CMSA,CMSA,CMSA,CMSA,Port Costa,Port Costa,Port Costa,Port Costa,Port Costa,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,EBDA,EBDA,EBDA,EBDA,EBDA,EBMUD,EBMUD,EBMUD,EBMUD,EBMUD,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Tiburon,Tiburon,Tiburon,Tiburon,Tiburon,Millbrae,Millbrae,Millbrae,Millbrae,Millbrae,Mt View,Mt View,Mt View,Mt View,Mt View,Napa,Napa,Napa,Napa,Napa,Novato,Novato,Novato,Novato,Novato,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Petaluma,Petaluma,Petaluma,Petaluma,Petaluma,Pinole,Pinole,Pinole,Pinole,Pinole,Rodeo,Rodeo,Rodeo,Rodeo,Rodeo,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,San Jose,San Jose,San Jose,San Jose,San Jose,San Mateo,San Mateo,San Mateo,San Mateo,San Mateo,SMCSD,SMCSD,SMCSD,SMCSD,SMCSD,SASM,SASM,SASM,SASM,SASM,SVCW,SVCW,SVCW,SVCW,SVCW,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,South SF,South SF,South SF,South SF,South SF,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Vallejo,Vallejo,Vallejo,Vallejo,Vallejo,West County,West County,West County,West County,West County
6,2020,6/1/2020,0.89,0.7184,19.7558,20.4742,15.4454,1.6997,192,20,212,7,2.2017,143.073,309.9915,453.0645,23.0507,31.1,3464.2894,191.2137,3655.503,94.1664,7.1046,1091.7917,110.3459,1202.1377,124.3862,0.0152,,,,,8.28,1276.4913,41.3322,1317.8235,73.2776,55.93,7308,602,8179,519,44.4667,8371.4738,298.0688,8669.5425,843.1088,11.1422,2.9595,956.3616,959.3211,169.113,0,0,0,0,0,0.0169,0.0531,,,,0.515,25.5117,,,,1.38,205.904,25.738,231.642,23.679,1.1649,1.3569,104.0307,105.3876,13.1169,0,0,0,0,0,0,0,0,0,0,18.4343,4.8041,1914.6423,1919.4464,289.629,0,0,0,0,0,2.2609,202.3083,71.2125,273.5208,8.0923,0.5358,10,14,25,8,0.728,0.5526,17.1309,17.6835,8.8418,42.3303,6945.1836,170.5442,7115.7277,253.3221,76.8323,278.8955,4379.4797,4658.3751,469.194,9.3772,1368.944,1.4283,1370.3723,112.504,0.9467,55.2284,66.881,122.4977,14.0802,1.961,79.5229,137.3577,216.8805,43.3761,12.38,2086.803,37.7311,2124.5341,198.3037,0,0,0,0,0,6.9369,729.8067,104.2092,1101.5817,172.8451,6.524,6.8416,316.7214,323.563,163.2325,0.2674,7.8806,28.5086,36.3892,6.1904,7.8387,629.282,123.5197,727.6852,114.6571,6.631,826.8711,96.5554,923.4265,88.0997
7,2020,7/1/2020,0.865,0.3051,11.5927,11.8978,7.3217,1.6668,265,7,272,23,2.1716,155.3364,388.341,543.6774,47.4639,29.9523,3781.6787,151.8569,3933.5356,109.9155,6.903,1005.5867,111.4828,1117.0695,128.5279,0.017,0.749,0.769,2.1502,0.5868,7.4968,1174.2963,35.1816,1209.4778,52.744,54.7355,7158.5,663,7822,622.5,45.9677,8345.168,317.183,8662.351,767.598,11.1362,3.0116,920.4136,923.4252,158.2773,0,0,0,0,0,0.0147,0.0106,,,,0.5319,42.286,,,,1.36,305.1467,1.3153,306.462,12.6268,1.0392,4.651,97.2092,97.6712,14.1163,0,0,0,0,0,0,0,0,0,0,17.3445,4.4137,1824.0672,1828.4809,273.8379,0,0,0,0,0,2.1827,219.5906,73.7197,293.3102,42.3496,0.5406,18,17,34,2,0.5684,0.5678,17.6003,18.168,11.0711,41.2226,6727.8981,19.1347,6747.0327,643.0427,74.0587,120.9152,3468.7837,3589.6989,158.0644,9.1557,1085.9263,159.9083,1245.8346,107.796,0.9474,85.974,40.878,126.3812,13.9667,1.9719,69.398,153.4061,248.3717,43.0998,12.3416,2209.7776,36.4958,2246.2734,208.0028,0,0,0,0,0,7.2555,847.5018,170.3121,1329.6039,165.2557,6.3365,2.9322,251.9784,254.9107,111.8303,0.241,2.623,9.6177,12.2407,2.2995,7.7213,645.6857,152.8553,774.2918,101.9036,5.9216,680.3348,20.4163,700.7511,57.0873
8,2020,8/1/2020,0.923,0.5114,24.0336,24.545,32.2153,1.6616,233,17,250,5,2.1897,174.0722,226.2938,400.3659,27.3542,30.9548,3421.1574,199.2765,3620.4339,83.0678,6.8945,1149.1368,108.8481,1257.9849,142.6911,0.0144,,,,,6.6194,981.8669,72.8802,1054.747,17.1725,54.9129,5680,1039.5,6720,620.5,46.0323,8006.1582,348.22,8244.1085,774.7895,11.0511,3.1533,1017.3777,1020.531,227.6034,0,0,0,0,0,0.0149,0.0204,,,,0.5784,15.7676,,,,1.3735,266.3883,2.6117,269,18.8039,1.0657,2.0942,186.8793,98.7479,13.4038,0,0,0,0,0,0,0,0,0,0,16.7723,19.6455,1798.4049,1818.0504,297.0491,0,0,0,0,0,2.2136,185.4272,80.6205,266.0477,38.6978,0.546,13,17,30,14,0.8129,16.9757,8.6109,25.5866,2.9523,41.3452,6764.3041,28.9401,6793.2442,162.6743,75.0745,140.0655,3532.9701,3673.0356,115.0724,9.4922,1201.7763,117.8944,1319.6707,143.3211,0.9581,68.1073,48.7508,118.3948,14.277,1.9613,116.0756,107.8725,244.511,43.8682,12.0881,2243.5588,19.1524,2262.7111,233.2525,0,0,0,0,0,6.7548,1074.1021,26.1649,1356.934,149.6161,6.6735,3.3851,366.406,369.7911,177.7676,0.2557,3.0318,17.1801,20.2119,2.6275,7.5026,713.2575,76.8563,861.5587,107.3464,5.86,660.861,39.6517,700.5127,77.1005
9,2020,9/1/2020,0.8622,0.19,6.4602,6.6502,4.5602,1.6647,129,65,194,28,2.1847,283.5344,236.2786,519.813,18.9023,32.13,3756.1583,165.7023,3921.8606,83.2468,6.9261,1000.045,117.6498,1117.6948,131.1067,0.0153,,,,,6.85,1142.4644,54.504,1196.9684,16.3152,56.9233,5775.5,955.5,6731,589.5,43.8667,9191.494,459.1205,9633.2035,932.2455,11.1741,3.2355,858.9263,862.1617,201.3631,0,0,0,0,0,0.0149,0.4603,0.8478,1.3081,0.3028,0.5243,19.6722,26.3436,27.7266,4.6101,1.356,311.127,2.2297,313.3567,19.7047,1.0751,2.3939,102.1193,107.8895,11.4491,0,0,0,0,0,2.5134,25.7736,89.7302,115.5038,1.1455,16.7977,7.9755,1888.8475,1896.823,300.5169,0,0,0,0,0,2.1813,94.0648,52.5195,146.5843,33.7066,0.5341,73,1,73,16,0.7007,0.6737,14.8221,15.4958,6.7373,41.0423,5888.1731,6.8283,5895.0014,209.4611,77.1677,150.1985,3653.9075,3804.1059,163.9308,9.5161,1270.2165,85.5648,1355.7813,129.4686,0.9207,72.6205,51.2338,122.3918,11.7411,1.9383,125.336,158.1752,286.2217,39.9204,12.2147,2421.5295,23.1149,2444.6443,226.8843,0,0,0,0,0,6.9877,1087.6902,12.2936,1599.0283,230.4914,13.5603,6.8596,653.2969,660.1564,339.812,0.2313,2.5322,10.9727,13.5049,2.4309,7.6723,825.0619,45.5108,828.3756,78.1603,5.9093,772.6281,53.2739,692.5604,98.0239
10,2020,10/1/2020,1.0794,0.1995,13.5639,13.7634,0.5984,1.6342,178.8413,43.7168,225.2075,21.196,2.0848,162.9443,77.5925,240.5368,43.4518,32.0258,3750.2032,149.8267,3900.0299,111.6848,7.1011,1173.0658,136.5143,1309.5801,136.223,0.0148,1.514,,,,6.9645,1034.9326,37.6418,1072.5744,26.4458,57.7484,6408.5,779,7187.5,693.5,43.2903,8007.2937,657.3283,8664.622,979.9365,11.7667,3.5054,967.8661,971.3715,171.945,2.2935,19.6323,200.4612,205.9721,35.1324,0.0147,0.1126,,,,0.5229,16.7114,,,,1.3229,239.2499,0.4004,239.6502,11.7184,1.0615,2.2319,91.6689,93.9009,13.5511,0,0,0,0,0,2.6681,16.3833,79.459,95.8423,1.5564,16.2226,12.9749,1799.5593,1812.5342,287.6748,0,0,0,0,0,2.096,62.0551,59.5729,121.6279,35.5782,0.531,0.6298,19.2884,19.8788,4,0.6445,0.5299,9.2733,9.8032,13.7774,40.8781,6866.0354,100.2578,6966.2933,176.6618,75.4174,144.7293,3395.961,3540.6904,146.2314,9.2734,1397.1879,38.1838,1435.3717,143.4034,0.9171,59.3422,78.3495,143.073,13.9667,1.9058,68.3584,113.2472,205.2606,40.3443,12.0523,2261.9539,19.3503,2281.3042,233.332,0,0,0,0,0,6.7964,1116.078,8.2276,1061.7847,70.927,9.7203,441.4067,1059.3761,1500.7828,458.4695,0.2325,2.4981,11.6578,14.1559,2.6563,7.5152,754.751,58.6107,880.3702,57.9646,6.559,647.3864,34.0877,681.4741,67.7553
11,2020,11/1/2020,1.1742,0.4936,34.0559,34.5495,14.3134,1.668,255.374,15.7153,268.4701,13.7509,2.1533,290.8394,336.1761,627.0155,39.3489,32.6033,4258.7211,33.2659,4291.987,136.3813,7.192,1000.791,156.9442,1157.7352,129.9148,0.0127,,,,,7.61,1232.5853,48.2966,1280.8819,41.7864,63.21,6738,1101.5,7839.5,629.5,43.5667,8334.0653,671.459,9301.6375,952.306,12.7793,3.5536,1200.5149,1204.0685,170.7569,2.4193,66.7131,126.5742,138.9939,23.1756,0.0157,0.0366,,,,0.551,25.9348,,,,1.3383,334.594,0.6397,335.2337,16.7297,0.9858,3.3117,94.1216,97.4333,11.5038,0.7453,0.1921,46.3663,46.5584,2.0046,3.3115,52.2975,83.2812,200.1234,2.1131,16.577,4.3484,1987.8631,1992.2115,298.0494,2.8453,4.6946,0.7907,5.4853,9.1421,2.1571,108.3116,33.2671,141.5787,30.1725,0.5365,2.2899,24.981,27.0628,11,0.6407,44.7576,2.0818,46.8394,4.3717,41.419,6226.5048,197.3751,6423.8799,55.4413,80.9945,129.369,3904.1639,4033.5329,256.4155,9.2289,1586.806,36.8544,1623.6604,154.1472,0.9453,74.5494,46.9416,121.4909,15.3921,2.0607,103.6844,41.423,172.2326,38.5162,12.507,2394.9966,29.6058,2424.6024,218.7541,0,0,0,0,0,6.5003,1022.7636,4.3085,1250.8403,158.8201,14.1047,746.9319,1089.8711,1836.803,400.0957,0.2156,2.5322,15.193,17.7252,2.414,7.687,883.2941,54.6573,927.1225,112.0852,6.95,693.9798,57.2557,751.2354,38.1604
12,2020,12/1/2020,1.291,0.3512,1.7562,2.1075,9.8349,1.7332,205.904,41.1808,244.511,35.3898,2.2426,244.1325,343.4131,587.5456,61.8469,32.5097,4474.2182,54.0817,4528.3,135.6404,8.6581,977.3618,88.0996,1065.4615,130.9398,0.0165,,,,,8.3,1442.7663,40.367,1483.1333,45.1361,64.5323,7000.5,868,7868.5,643.5,45.1935,8226.6975,822.859,8456.9517,646.0995,13.2624,4.6571,1139.3758,1144.0329,177.7239,2.1852,78.2814,217.6754,295.9567,42.9219,0.0157,0.1193,,,,0.5761,19.1396,,,,1.4029,249.0152,20.0189,269.034,18.5541,0.9616,4.7434,91.2185,95.9619,12.7706,2.8413,0.7124,93.8454,94.5578,8.5657,3.781,44.2164,133.989,178.2054,2.4118,16.7703,22.294,1811.6903,1833.9843,266.7006,3.3697,3.9889,0.9912,4.9801,10.2744,2.24,110.9081,102.3767,213.2848,17.9159,0.5426,6.0182,22.0666,28.0847,26,0.8058,66.8999,0.9557,67.8556,9.5571,42.7732,5941.2142,200.9099,5963.8542,111.126,82.4818,136.7927,5385.9644,5522.7572,354.838,9.451,1349.1757,51.9558,1401.1315,122.7419,0.9416,73.8847,41.3322,101.7408,11.7638,2.3223,193.4867,54.7879,230.1091,46.7523,12.999,2045.8493,63.2409,2109.0902,192.1417,0,0,0,0,0,6.6376,1063.871,14.6549,1002.5566,168.9185,11.5406,69.1126,1071.0642,1140.1767,164.2781,0.2337,2.271,14.383,16.654,2.4224,7.6674,860.849,45.8856,906.7346,118.7279,6.8545,991.2537,94.8635,1086.1171,51.0899
1,2021,1/1/2021,1.4486,0.5818,33.16,33.7418,41.3046,1.8258,105.98,55.6395,158.97,23.8455,2.3984,246.29,293.7236,540.0135,58.3798,33.9935,4784.0697,25.2494,4809.3191,168.8687,10.281,851.8065,109.5825,961.3889,100.4801,0.0165,,,,,8.6935,1439.5301,43.3004,1482.8305,37.8879,64.5323,7563,1313,8876,636,49.3226,7896.267,501.134,8397.401,598.787,14.4444,4.3993,1240.248,1244.6473,218.3682,2.6177,156.967,172.4711,253.2403,43.3534,0.0179,0.0263,2.2407,2.271,0.3089,0.6265,25.7895,,,,1.511,269.1892,0.721,269.9102,9.6139,1.0203,12.0358,87.4335,97.2261,12.9402,3.1629,20.945,86.3257,107.2708,25.0213,4.2677,23.5049,134.7611,158.266,2.9773,17.8687,39.3403,1865.8536,1905.1939,281.4242,4.3219,7.7549,7.5333,15.2883,11.7432,2.3784,408.4469,4.6059,413.0528,9.5594,0.5694,11.0461,14.9583,26.0045,9,0.8868,91.1428,3.7305,94.8733,3.9001,41.5788,6346.206,252.158,6598.364,266.6293,86.7211,155.2887,5204.402,5359.6907,209.1733,10.2897,1722.4636,1.4851,1723.9488,144.6459,1.0658,75.0164,39.2845,112.1836,10.5299,2.7058,101.544,67.4411,193.1788,41.1505,14.3652,2125.9588,26.1884,2152.1472,219.9312,0,0,0,0,0,7.2593,1102.74,3.6498,1220.1791,139.8134,12.2171,128.0844,1166.1017,1294.1861,240.1583,0.2322,3.8304,17.411,21.2414,2.9338,8.4984,778.1392,76.5478,854.6871,93.8869,7.3135,677.1554,16.5272,693.6826,53.8965
2,2021,2/1/2021,1.5217,0.6052,29.6559,30.2611,27.235,1.8396,219.2272,14.3868,232.9289,22.6078,2.4364,258.894,202.8003,461.6943,31.9303,35.2107,4807.8016,24.4196,4832.2212,186.855,9.5581,844.2509,77.6426,921.8934,116.8,0.0214,0.7154,,,,8.1214,1643.9012,44.7766,1688.6778,50.1134,69.225,7746,1427,9173,625.5,53.0714,7623.1793,647.235,8270.4143,482.0198,15.366,4.9326,1027.126,1032.0585,228.5547,2.9189,87.0436,176.627,263.6707,19.6252,0.0158,0.2086,,,,0.5879,26.9442,,,,1.5496,216.502,2.2191,218.7211,7.5776,1.0971,6.356,91.5819,95.3646,10.7509,2.37,13.9425,58.32,72.2625,18.2532,4.0886,44.5116,128.7657,173.2773,4.9281,18.1511,6.0646,2043.5594,2049.6239,299.1681,3.5593,3.8312,17.7876,21.6188,6.1572,2.3909,336.8082,10.0132,346.8214,17.2956,0.5705,36.177,9.6472,46.2262,3,0.9146,8.2248,2.8085,11.0333,4.8145,46.3173,4087.4594,222.5466,4310.006,138.8213,86.1113,155.514,5316.2638,5471.7777,255.877,10.1734,1682.1916,1.7829,1683.9745,122.1787,1.11,66.4343,42.3012,124.0193,11.5367,2.5975,103.6068,170.7414,315.2148,56.476,14.2829,2546.5102,35.3201,2581.8303,262.6393,0,0,0,0,0,7.2836,1121.1503,3.4936,852.0703,90.9431,11.9914,12.0783,1027.3887,1039.467,165.4363,0.247,3.0999,15.7456,18.8455,2.6177,8.3046,762.316,174.1138,936.4298,97.6284,6.7889,604.7862,34.4798,639.2661,47.4279
3,2021,3/1/2021,1.4465,0.3607,16.232,16.5927,16.232,1.7861,238.0765,10.5034,252.081,3.8512,2.4252,419.6808,197.0168,616.6976,45.4654,34.0645,4651.5758,28.8591,4647.1552,174.8556,8.7716,1126.4018,65.6817,1192.0835,128.4808,0.0187,,,,,8.1871,1145.7574,31.5101,1177.2675,38.2474,67.5355,7810,1283,9092.5,629.5,51.2581,8561.8593,565.9837,9175.7863,295.0786,14.0239,4.5025,1015.1976,1019.7001,220.8992,2.499,109.8239,142.5204,252.176,36.1619,0.0149,0.0363,,,,0.5287,19.4065,,,,1.5219,316.5774,25.4503,342.0277,19.2429,1.1199,3.9154,138.1904,142.1057,13.819,5.5906,58.1857,141.5446,199.7303,45.5809,3.7077,64.7349,140.4727,232.0167,3.3145,17.5319,6.3611,2007.6965,2014.0575,304.2661,3.0232,2.5415,8.2295,10.771,5.567,2.3209,281.2406,31.6396,312.8802,12.3043,0.5698,7.623,24.0726,32.0968,12,0.8987,31.7259,0.6245,32.3504,1.7986,47.7946,6730.5911,21.7034,6752.2945,130.1738,83.4895,174.0013,3829.5812,4003.5826,97.816,10.2843,1095.3262,50.2377,1145.5639,97.0862,1.3761,104.114,65.9347,177.5165,16.7373,2.39,81.915,180.2039,274.2233,45.4427,14.0797,2431.0487,44.1248,2475.1735,248.93,0,0,0,0,0,7.0915,1252.3273,5.6697,1269.994,162.4227,11.4481,131.2911,978.1409,1109.4319,250.4005,0.2274,2.5435,15.6775,18.1529,2.5333,8.1732,775.274,84.9316,860.2056,106.4683,6.7635,738.064,34.7592,945.3166,59.9544
4,2021,4/1/2021,1.1761,0.2195,5.9273,6.1468,1.7562,1.6553,199.848,19.3186,219.8328,11.9909,2.0943,218.4324,45.9461,264.3785,21.8432,32.66,4620.8113,31.6537,4652.4649,187.524,7.0786,902.3292,60.7271,949.8736,117.1832,0.015,0.511,0.7759,1.2869,0.1998,8.6067,1404.0836,42.1346,1446.2182,43.7546,59.9667,6961,1183.5,8144.5,640,45.2667,9237.9233,396.2895,9245.6195,817.7493,11.9391,3.3442,1001.3993,1004.7436,147.7895,2.3483,8.8493,121.3622,130.2116,35.3973,0.0141,0.0336,,,,0.497,37.2255,1.0901,36.8265,6.9038,1.3793,226.4944,61.7712,288.2656,20.5904,1.0743,5.1764,111.491,116.6673,12.3436,0.696,8.4705,11.327,19.7975,8.3417,1.3513,11.7736,42.9993,54.7729,1.4845,17.047,8.7704,1850.2216,1858.9919,296.4435,2.1427,3.8607,1.7159,5.5766,6.6061,2.246,263.0499,55.7985,318.8484,34.2762,0.5229,9.7017,19.4034,29.1051,2,0.7453,54.3148,2.6381,56.9529,3.4141,43.2807,6773.4997,10.2645,6783.7643,130.13,76.3832,192.1874,3705.9346,3898.122,121.4538,8.9325,1056.5487,306.4385,1362.9872,140.2677,1.2617,110.3623,65.7076,168.9624,18.3043,1.984,83.9967,128.0466,233.4967,45.1929,12.563,2377.9452,30.0917,2408.0369,172.5884,0,0,0,0,0,6.7623,1307.4156,11.4771,1209.335,158.8846,9.8817,7.5726,637.6968,645.2694,213.2299,0.2301,3.2248,20.4239,23.6487,3.3323,7.474,521.2513,233.2506,754.5019,150.6884,5.4907,650.9984,7.585,667.1212,30.2289
5,2021,5/1/2021,0.9938,0.5466,22.9553,23.5018,16.3966,1.5942,225.8131,29.118,255.5254,11.2907,1.9871,394.7566,27.5889,594.2791,2.908,30.3452,4970.7932,32.4642,5003.2574,146.153,6.4677,1065.6911,20.622,1086.3132,128.8066,0.0139,,,,,8.0258,1013.9582,34.048,1103.4619,33.8001,56.4484,5771.3333,1199,6930.5,511,43.4839,8852.9258,352.5728,9205.4985,905.5613,11.8369,5.1615,1122.7483,1127.9098,212.8464,0,0,0,0,0,0.0133,0.1541,,,,0.4858,33.4623,,,,1.3626,373.3524,1.6075,374.9599,20.7418,1.0318,2.4428,96.1087,98.5515,13.6154,0,0,0,0,0,0,0,0,0,0,17.4181,11.6594,2221.7761,2233.4355,344.9013,0,0,0,0,0,2.157,211.6458,86.2261,297.8719,48.6002,0.5135,0.4172,20.8591,20.8591,4,0.7358,63.8908,10.9008,74.7916,20.8932,40.3752,6931.0239,136.5851,7067.609,158.9152,74.0435,152.0778,4039.5097,4191.5875,78.0647,8.8177,1218.7081,87.9039,1306.612,131.2048,1.2116,101.2531,67.5623,171.1577,18.467,1.9665,76.6368,116.8808,211.8465,47.4828,11.9706,2731.8995,30.7078,2762.6073,203.7598,0,0,0,0,0,6.4817,1199.8394,19.5853,1381.822,215.1886,11.6255,4.405,628.7112,633.1162,241.4732,0.2114,2.9864,22.8955,25.8818,3.2054,7.7529,864.2896,121.4417,985.7313,120.0962,5.5394,684.3677,5.3838,687.6679,54.2012
6,2021,6/1/2021,0.7983,0.19,7.9803,8.1703,13.8705,1.5733,212.5656,18.8947,230.2794,11.2187,1.981,16.7373,73.0354,89.7726,37.2785,29.69,3859.6705,13.2479,3872.9184,166.4938,6.6832,1152.959,83.4366,1236.3956,144.9843,0.0113,0.5458,,,,6.74,921.3339,142.3675,1173.2501,46.3738,54.7367,6195.5,826,7022,691.5,42.4667,8536.8783,505.2975,9042.1758,1026.6813,11.0493,3.2733,976.3256,979.5989,177.8508,0,0,0,0,0,0.0135,0.0763,,,,0.482,36.2906,,,,1.3383,241.6344,1.3592,242.9936,12.0817,0.9829,2.5859,92.354,94.9399,12.5601,0,0,0,0,0,0,0,0,0,0,17.1363,6.7528,2119.6189,2126.3717,329.2416,0,0,0,0,0,2.1096,212.8608,66.3143,279.1752,44.2096,0.5183,9.6328,23.1188,32.7516,4,0.671,23.5302,15.2365,38.7667,1.6022,40.4557,7338.1441,49.1794,7387.3236,117.1431,68.2278,123.9468,3061.8275,3185.7743,83.2408,8.5869,877.5462,272.6828,1150.2289,115.6098,1.2057,104.5864,62.5282,174.1857,17.4186,1.8657,102.7779,135.2002,234.8214,47.6759,11.312,2780.0825,26.2472,2806.3297,204.2992,0,0,0,0,0,6.6413,1037.226,18.9473,1308.2782,227.6439,8.9503,5.6328,292.9075,298.5404,212.4384,0.2357,6.2736,20.3652,26.6388,2.9727,7.505,625.07,141.1256,766.1957,125.0242,6.151,750.7264,7.3679,720.689,90.7492
7,2021,7/1/2021,0.8272,0.4633,10.4239,10.8872,5.5594,1.5561,198.1826,27.9787,227.3271,5.3043,1.8619,173.1638,62.339,235.5027,35.3254,27.1097,3367.9309,86.1489,3454.0797,94.4248,5.6734,923.619,162.7352,1086.3543,128.4642,0.011,0.6798,,,,5.3194,929.9745,79.7121,1009.6866,19.8258,53.6516,5881,918.5,6799.5,815,41.5484,6696.6113,676.3795,7372.9908,861.7183,10.5607,2.9704,809.1857,812.1561,154.1752,0,0,0,0,0,0.0122,0.0132,,,,0.4913,52.8596,,,,1.3148,257.8342,1.2892,259.1234,13.8834,0.9539,1.8046,84.7045,86.5091,11.0484,0,0,0,0,0,0,0,0,0,0,16.2555,10.6962,1961.2356,1971.9318,297.7266,0,0,0,0,0,2.0528,226.2219,70.7856,297.0074,45.2444,0.4595,9.841,19.682,30.28,6,0.6884,90.2344,2.5132,92.7476,7.57,39.8381,6748.8367,44.7457,6793.5824,145.6009,63.2112,89.402,3149.1876,3238.5895,97.8113,8.2604,1232.5043,63.848,1296.3523,115.1673,1.2287,38.5186,107.1912,156.3205,20.0984,1.7329,60.2736,179.8632,231.8237,39.3034,10.9613,2485.2499,32.2661,2517.516,211.6553,0,0,0,0,0,6.4763,964.515,27.3115,1063.5492,185.1052,6.0081,20.6697,401.1706,421.8404,178.6376,0.2355,3.6809,6.4818,10.1627,2.5265,7.7816,598.5978,151.6725,750.2703,121.0784,5.9681,779.2474,13.2517,785.2024,36.881
8,2021,8/1/2021,0.8984,0.3743,17.9682,18.3425,33.3159,1.6013,147.1608,44.1482,190.0827,3.3724,1.8935,245.7979,26.2425,272.0404,3.1086,28.0452,3317.2308,110.388,3427.6188,86.205,5.857,978.5164,115.7845,1094.3009,125.2091,0.0106,,,,,5.6065,643.9421,197.1985,841.1406,9.4019,54.9419,5649,912.5,6561.5,534,42.1613,7498.085,568.507,8066.592,927.7035,10.352,2.7443,741.2733,744.0176,169.1082,0,0,0,0,0,0.0121,0.6132,,,,0.4994,49.3564,,,,1.2874,249.9614,1.9708,251.9322,20.6699,0.9691,0.6667,80.7,81.3666,13.6839,0,0,0,0,0,0,0,0,0,0,16.7503,11.3444,1702.9851,1714.3295,323.915,0,0,0,0,0,2.1125,173.2016,80.5387,253.7403,25.1142,0.4954,20.4012,19.6593,40.8023,8,0.6555,81.3775,3.9743,85.3518,10.9765,40.5919,6200.2842,57.9502,6258.2344,193.0006,67.7164,101.4656,2903.217,3004.6826,88.562,8.4956,914.311,304.0808,1218.3919,143.7984,0.9023,23.1447,96.5932,124.2388,14.6555,1.719,43.1869,160.4083,203.5952,40.1021,11.1252,2106.2011,28.904,2135.1051,208.3605,0,0,0,0,0,6.3938,1054.6834,21.8874,1317.7678,159.029,10.2968,25.3777,534.2437,559.6213,247.2135,0.2548,2.9523,12.5965,15.5488,3.2771,7.6287,670.6149,126.5288,797.1437,119.2426,5.5903,675.6646,9.1171,746.5487,87.6776
9,2021,9/1/2021,0.9413,0.2975,15.7676,16.0651,5.0575,1.5657,211.96,19.9848,230.128,20.5904,1.8387,240.6503,53.0846,293.7349,16.9871,28.5533,3640.7537,79.5087,3720.2623,94.1984,5.6962,846.6023,172.3962,1018.9985,137.9489,0.012,,,,,6.73,685.1607,82.3995,767.5602,10.3595,55.9867,6262.5,775,7037.5,583,42.4667,8137.75,301.0968,8357.4693,805.6373,10.3044,3.1937,856.8483,860.042,180.0103,0,0,0,0,0,0.0125,0.4315,0.545,0.9765,0.2316,0.4683,44.6756,0.0727,45.4927,5.9954,1.288,247.9932,1.9553,249.9485,15.738,0.9561,1.5547,88.8415,90.3962,12.5859,0,0,0,0,0,1.322,7.1976,33.8287,41.0263,0.6478,17.3533,6.5013,1928.5332,1935.0345,336.7467,0,0,0,0,0,2.105,222.4445,55.6111,278.0556,25.2104,0.4909,27.8198,17.8046,46.3663,1,0.6917,49.6365,0.7854,50.4219,2.5761,40.5707,6622.7129,45.8487,6668.5616,131.7832,68.2976,111.7389,3395.2801,3507.019,154.5028,8.4423,906.3794,247.4479,1153.8273,133.0261,0.8553,77.8355,42.3163,120.4387,15.95,1.696,82.1496,137.5091,222.6337,42.5623,11.2703,2233.3582,40.6526,2274.0108,223.2507,0,0,0,0,0,6.2639,1094.4565,22.3176,1035.2315,131.2148,10.9597,6.1726,310.0006,316.1732,196.4937,0.2536,2.7479,16.2127,18.9606,2.9219,7.655,703.7999,68.9892,772.7891,114.0572,5.558,677.9679,10.1128,728.6382,72.8575
