Month,Year,Date,American Canyon,American Canyon,American Canyon,American Canyon,American Canyon,Benicia,Benicia,Benicia,Benicia,Benicia,Burlingame,Burlingame,Burlingame,Burlingame,Burlingame,CCCSD,CCCSD,CCCSD,CCCSD,CCCSD,CMSA,CMSA,CMSA,CMSA,CMSA,Port Costa,Port Costa,Port Costa,Port Costa,Port Costa,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,EBDA,EBDA,EBDA,EBDA,EBDA,EBMUD,EBMUD,EBMUD,EBMUD,EBMUD,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Tiburon,Tiburon,Tiburon,Tiburon,Tiburon,Millbrae,Millbrae,Millbrae,Millbrae,Millbrae,Mt View,Mt View,Mt View,Mt View,Mt View,Napa,Napa,Napa,Napa,Napa,Novato,Novato,Novato,Novato,Novato,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Petaluma,Petaluma,Petaluma,Petaluma,Petaluma,Pinole,Pinole,Pinole,Pinole,Pinole,Rodeo,Rodeo,Rodeo,Rodeo,Rodeo,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,San Jose,San Jose,San Jose,San Jose,San Jose,San Mateo,San Mateo,San Mateo,San Mateo,San Mateo,SMCSD,SMCSD,SMCSD,SMCSD,SMCSD,SASM,SASM,SASM,SASM,SASM,SVCW,SVCW,SVCW,SVCW,SVCW,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,South SF,South SF,South SF,South SF,South SF,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Vallejo,Vallejo,Vallejo,Vallejo,Vallejo,West County,West County,West County,West County,West County
1,2015,1/1/2015,1.66,3.8276,43.1,46.9276,27.6,2.09,218.41,82.06,300.47,28.87,2.92,297.8,5.15,302.95,5.5,35.69,3499,462.5556,3961.5556,130.1111,6.59,526.875,176.105,702.98,80.08,0.0153,,,,,7.44,894.235,595.365,1489.6,35.88,65.9,7765.825,1184.2667,8950.0917,475.9667,51.5161,9659,392,10051,740,14.47,2.175,1300,1302.175,235.25,2.3,68.1,202.9,271,39.35,0.0124,,,,,0.65,,,,,1.33,288.6,0.75,289.35,16.04,1.2412,0.91,127.75,128.66,14.6,11.4578,63.8,432.8,496.6,71.75,4.3839,33.58,138.2,171.78,52.2,19.57,19.3283,1956,1975.3283,311.9753,7.2716,5.5056,117.4522,122.9577,66.0668,2.42,229.6,64.45,294.05,15.89,0.631,1.039,18.2399,19.2789,0.7388,1.0109,140.7,20.05,160.75,11.4,55.3,8784,168,8952,217,89.0174,183.9,5707.55,5891.45,170.55,11.95,800,233,1033,105,1.16,60.46,55.03,115.49,18.51,2.0313,77,175.14,252.14,40.03,12.56,2103.2222,27.9823,2131.2045,232.8387,0,0,0,0,0,8.45,1098,23.455,1121.455,276.15,13.21,318.95,947.715,1266.665,213.51,0.3524,6.66,9.01,15.67,0.84,9.83,1059.22,15.905,1075.125,104.66,7.9335,662.3,120.7,783,68.495
2,2015,2/1/2015,1.85,7.1329,32.4,39.5329,30.6,2.29,170.1,50.21,220.31,26.54,3.33,312.2,4.73,316.93,29.68,40.74,3236,550.375,3786.375,165.125,8.8895,438.62,282.64,721.26,91.155,0.0259,0.4549,,,,9.91,1313.32,537.93,1851.25,47.25,70.4,7519.825,1083.0333,8602.8583,445.7333,59.0714,8391.5,623,9014.5,816,15.085,1.775,1205,1206.775,226.75,3,17.9,218.4,236.3,30.7,0.0124,,,,,0.65,,,,,1.54,261.9,0.69,262.59,8.55,1.5258,0.37,130.94,131.31,16.97,10.7562,2.73,309.1,311.83,41.05,5.7771,89,157.9,246.9,5.7,18.175,20.4099,1785,1805.4099,310.8351,6.0157,2.8531,49.93,52.7832,26.1538,2.72,154.2,86.15,240.35,5.28,0.7407,4.0802,24.4814,28.5616,6.1203,1.1831,161.9,12.03,173.93,2.4,55.8,7491,997,8488,148,93.3364,195.25,5675.3,5870.55,315.4,11.8821,1200,26.7,1226.7,104.8,1.22,81.8167,53.06,134.8767,12.21,2.4072,46,116,162,40.21,15.49,2020.0509,48.5523,2068.6032,137.5781,0,0,0,0,0,9.11,1039.5,36.84,1076.34,161.7,13.05,491.095,811,1302.095,233.745,0.3556,6.72,11.11,17.83,4.03,11.76,845.8842,228.795,1074.6792,136.645,8.8479,656.35,43.175,699.525,39.375
3,2015,3/1/2015,1.53,2.2555,39.7,41.9555,37.9,1.97,152.71,42,194.71,31.3,2.85,302.2,2.69,304.89,30.11,34.97,3168,479.0909,3647.0909,174.8182,6.031,539.0667,169.13,708.1967,91.875,0.0108,,,,,9.5,1265.86,341.445,1607.305,58.76,62.8,7723.125,1045.7,8768.825,478.7333,48.9677,8770,678.5,9448.5,735.5,12.608,1.45,1131,1132.45,238.25,2.2,1.6,151.5,153.1,37.47,0.0137,,,,,0.54,,,,,1.37,278.6,0.78,279.38,10.59,1.2983,2.01,140.75,142.76,15.05,5.42,1.51,221,222.51,29.75,4.0468,3.1,208.4,211.5,14.4,17.315,8.5207,1966,1974.5207,305.6309,4.1,0.8699,17.1994,18.0692,31.631,2.34,262.1,57.67,319.77,16.6,0.549,12.7933,19.682,32.4753,9,0.9059,116,10.75,126.75,13.1,56.1,8073,1207,9280,230,85.48,178.3,5253.45,5431.75,140.55,9.9269,1426.3452,3.9055,1430.2507,124.5,1.02,72.62,42.53,115.15,18.56,1.9394,54,141.89,195.89,44.81,12.33,2656.6218,32.8228,2689.4446,188.8073,0,0,0,0,0,8.26,773.5,87.98,861.48,143.8,8.52,172.918,544.152,717.07,187.115,0.3175,6,15.35,21.35,3.14,9.28,774.8909,116.955,891.8459,128.5,5.9797,595.6,21.865,617.465,39.035
4,2015,4/1/2015,1.45,3.8915,25.6,29.4915,27.4,1.83,206.1,34.1,240.2,27.7,2.97,186,38.97,224.97,21.52,32.56,3195,467.3333,3662.3333,171.6667,5.9315,610.02,72.445,682.465,88.535,0.0075,0.0678,,,,8.4,1287.845,167.11,1454.955,41.89,58,6824.125,948.2,7772.325,398.9,48.9,8941,764.5,9705.5,692.5,11.456,1.34,900.6,901.94,189.6,0,0,0,0,0,0.0118,,,,,0.56,,,,,1.32,275.5,0.9,276.4,12.81,1.203,0.19,118.88,119.07,13.79,6.9981,0.9,318.5,319.4,40.35,3.8803,54.3,121.8,176.1,2.9,15.46,17.4753,1940,1957.4753,300.8363,2.9,,3.4088,,30.3005,2.25,269.8,22.08,291.88,17.99,0.525,2.2899,29.1445,31.4344,11.4496,1.0567,104,33.15,137.15,4.4,55.8,8980,1295,10275,231,79.355,355.85,5832.25,6188.1,463.1,9.6197,1454.544,1.7465,1456.2905,118.5,1.08,58.6,74.97,133.57,17.83,1.9713,28,131.81,159.81,38.16,11.86,2151.8784,47.7,2199.5784,164.653,0,0,0,0,0,8.09,794,68.535,862.535,152.3,9.99,91.07,985,1076.07,296.895,0.2917,5.52,11.71,17.23,5.97,9.01,845.5864,141.645,987.2314,120.08,5.9083,594.95,14.675,609.625,35.065
5,2015,5/1/2015,1.3,2.8501,25,27.8501,31,1.74,191.8,47,238.8,28.44,2.79,251.4,25.84,277.24,21.2,30.29,3168,394.5556,3562.5556,148.6667,5.108,645.48,76.955,722.435,81.885,0.007,,,,,7.97,1229.0367,73.755,1302.7917,33.015,55.2,7335,874,8209,517,44.8387,9590.5,479,10069.5,515.5,9.954,1.175,860,861.175,169,0,0,0,0,0,0.0128,,,,,0.55,,,,,1.23,230.6,1.33,231.93,11.98,1.1308,1.19,122.67,123.86,18.84,0,0,0,0,0,3.6787,6,181.7,187.7,4,18.555,9.4739,2320,2329.4739,366.514,0,0,0,0,0,2.13,209.8,8.55,218.35,13.99,0.4855,0.816,20.4012,21.2172,2.2256,1.0144,121,9.52,130.52,4.5,52.9,8814,1339,10153,206,78.6561,226.5,5305.75,5532.25,385.1,9.2984,1564.353,1.949,1566.302,136.5,1.07,44.2,93.45,137.65,17.26,1.7981,46,111.6,157.6,41.15,11.11,2057.7942,71.7623,2129.5565,214.1769,0,0,0,0,0,7.39,988.5,45.23,1033.73,154.75,8.99,19.9475,464.5825,484.53,184.07,0.2712,6.14,7.22,13.36,2.52,8.53,911.1,115.485,1026.585,132.42,5.6,689.4,1.51,690.91,33.06
6,2015,6/1/2015,1.23,4.045,29.5,33.545,28.1,1.66,175.9,35.9,211.8,21.7,2.8,250.2,32.39,282.59,40.62,28.7131,2848,523.7778,3371.7778,148.7778,4.7415,523.525,79.515,603.04,97.615,0.0103,0.1329,,,,5.13,608.895,141.625,750.52,36.77,51.9,7215,666.5,7881.5,568.5,44.1667,9419,663.5,10082.5,853.5,9.349,1.0667,842,843.0667,186.5,0,0,0,0,0,0.0128,0.0146,2.3322,2.3468,0.3561,0.55,47.9002,4.8299,52.7301,8.3825,1.21,230.1,1.76,231.86,13.08,1.1191,1.7233,90.56,92.2833,20.17,0,0,0,0,0,0,0,0,0,0,19.75,15.5648,2392,2407.5648,404.2289,0,0,0,0,0,2.1,294.2,22.45,316.65,19.35,0.495,5.9954,25.4352,31.4306,13.9894,1.0003,166,13.17,179.17,3.6,53.7,10365,1052,11417,266,74.9357,189.65,5669.9,5859.55,312.45,8.7503,1471.8375,2.8365,1474.674,135,1.04,55.4667,89.21,144.6767,19.29,1.7587,50,122.14,172.14,47.5,11.8,2096.388,91.6365,2188.0245,219.15,0,0,0,0,0,7.52,669,127.205,796.205,161.65,6.4,7.568,245.78,253.348,188.005,0.282,14.9764,10.3444,25.3207,5.2417,8.319,865.3409,58.64,923.9809,135.925,5.5677,646.0333,6.675,652.7083,29.805
7,2015,7/1/2015,1.252,0.4739,25.1184,25.5923,40.7582,1.6316,98.1176,85.8529,183.9704,19.0103,2.511,291.0821,38.7099,329.792,30.3211,26.9713,2782.1126,500.5494,3282.662,85.2416,4.58,606.8772,106.0063,712.8836,89.4869,0.0083,,,,,5.2194,582.9895,92.7026,675.692,25.3622,48.8387,6965.5103,539.5139,7505.0242,448.1062,42.9355,8615.5704,707.6805,9323.2509,658.4703,8.7528,0.924,608.3365,609.2605,153.9132,0,0,0,0,0,,,,,,,,,,,1.181,230.9851,0.0856,231.0707,13.2603,1.127,1.1519,115.1859,116.3378,17.0646,0,0,0,0,0,0,0,0,0,0,15.165,29.5612,1626.848,1656.4091,341.0991,0,0,0,0,0,2.0729,261.0109,51.4345,312.4454,17.6566,0.4965,1.6715,25.4352,27.1067,10.7191,0.9297,206.6488,10.4909,217.1396,3.45,52.5613,8313.3062,713.9851,9027.2913,225.5171,68.6339,174.5244,3584.4702,3758.9946,246.4831,8.2835,1156.046,71.3598,1227.4058,118.8479,0.9958,46.459,90.3802,136.8392,21.7055,1.6884,12.2647,136.2744,148.5391,38.8382,12.1132,2324.2356,67.8677,2392.1033,211.4647,0,0,0,0,0,7.5434,693.0612,150.1502,843.2113,177.6433,6.3282,25.5171,201.2828,226.7999,152.0041,0.2714,5.2049,9.296,14.5009,3.4665,8.2774,687.6954,138.4215,826.1169,144.4414,5.6577,697.2268,11.589,708.8158,79.9268
8,2015,8/1/2015,0.879,0.3327,16.6368,16.9696,16.9696,1.69,115.7954,60.9449,176.7403,24.378,2.3797,104.5225,60.2333,164.7557,36.3171,27.1645,2793.5344,406.1561,3199.6905,85.5038,4.5652,599.6967,167.9771,767.6738,85.2131,0.0094,,,,,5.9968,599.0774,1.4324,600.5098,26.195,49.9774,7133.8923,593.9044,7727.7967,429.2947,42.7097,7604.8686,651.8459,8256.7145,325.9229,8.7019,1.0304,883.3988,884.4292,182.5479,0,0,0,0,0,0.0122,0.0092,2.8633,2.8725,0.3972,,,,,,1.1823,250.1392,0.7147,250.8539,16.0804,1.131,0.8991,98.4696,99.3687,17.9814,0,0,0,0,0,0,0,0,0,0,17.825,21.5612,2115.8148,2137.376,355.3238,0,0,0,0,0,2.0934,236.9009,35.153,272.054,16.0481,0.4852,0.7116,24.9053,25.6169,9.2505,0.9303,164.5816,19.6349,184.2165,2.1702,53.9032,9002.4383,1524.5434,10526.9816,238.7603,68.9852,167.0183,5172.4299,5339.4482,369.9839,8.2085,884.8921,160.7777,1045.6698,128.1916,1.0058,42.237,87.9348,130.1719,18.3516,1.6887,5.4998,139.0756,144.5754,34.1367,12.5048,2675.71,57.1686,2732.8786,203.7794,0,0,0,0,0,7.4098,680.4824,161.4079,841.8904,138.0437,7.4122,6.2669,261.6631,267.93,145.4926,0.2854,18.7377,14.2407,32.9784,4.9842,7.9877,696.0954,139.8476,835.943,135.3489,5.5803,606.4703,38.1703,644.6406,48.4153
9,2015,9/1/2015,1.035,2.5858,47.0147,49.6005,28.6006,1.68,135.0126,44.3911,179.4037,8.4149,2.3567,307.9801,0.7268,308.7069,29.0719,27.208,3206.4287,259.9338,3466.3625,92.8909,4.578,717.7793,82.5723,800.3516,92.3884,0.0084,,,,,5.15,227.7801,786.9847,1014.7648,17.621,50.34,7414.4365,608.5145,8022.951,439.1925,43.0667,8633.1725,569.7027,9202.8752,526.1706,8.8534,0.8962,836.3728,837.2689,165.7937,0,0,0,0,0,,,,,,0.534,44.4709,9.157,53.6278,8.2878,1.1423,231.0608,4.0023,235.0631,16.5043,1.076,6.1096,77.3887,83.4984,17.107,0,0,0,0,0,0,0,0,0,0,21.13,10.3981,2602.0272,2612.4253,438.3287,0,0,0,0,0,2.041,96.4077,118.6556,215.0633,20.7647,0.4913,1.4837,27.8198,29.3035,10.0151,0.868,49.2859,63.4357,112.7216,30.2075,50.8308,8137.5753,856.3748,8993.9502,376.8227,69.152,151.0212,5773.6738,5924.6949,607.7744,8.0733,926.9309,152.6233,1079.5542,126.0731,1.0523,40.4998,83.7293,124.2291,15.6753,1.7887,11.5833,122.647,134.2303,40.8823,12.1677,2384.9534,81.8761,2466.8295,232.7264,0,0,0,0,0,7.4155,844.7118,34.139,878.8508,182.2081,9.4344,3.3709,386.257,389.6279,216.928,0.2633,7.6314,10.8747,18.5061,3.7298,7.928,814.8395,68.0316,882.8711,118.8937,5.6627,686.4823,32.8592,719.3415,41.5183
10,2015,10/1/2015,0.993,0.3759,21.8016,22.1775,12.0285,1.6848,152.9564,54.0033,206.9596,22.349,2.4194,265.5382,0.6825,266.2208,26.1798,27.8419,3395.3233,260.2907,3655.614,93.6125,4.5635,635.6456,91.3644,727.01,82.0523,0.0076,0.2228,0.8103,1.0331,0.1534,4.9935,321.9104,1008.052,1329.9624,16.2394,52.7935,7319.1933,564.1921,7883.3854,451.7776,43,8203.7189,247.4137,8451.1326,887.1085,10.5528,1.1733,840.3796,841.5529,209.2927,0,0,0,0,0,,,,,,,,,,,1.169,250.1392,1.9078,252.0471,20.7743,1.071,1.8244,113.5166,115.3409,25.1358,0,0,0,0,0,0,0,0,0,0,21.25,10.4572,2413.1925,2423.6497,477.3384,1.5445,3.3101,0.234,3.5441,10.2728,2.0665,124.2823,93.2117,217.4939,18.6423,0.4942,1.0598,22.71,23.7698,7.57,0.8406,193.5702,7.1877,200.7579,15.6564,51.3862,7687.2389,667.9414,8355.1803,234.2854,73.7723,177.8135,5046.2465,5224.06,422.9747,8.3828,1270.2421,84.2439,1354.486,144.805,1.0616,45.4823,67.2893,112.7716,16.44,1.7394,15.3536,102.3572,117.7108,43.5018,12.8194,2257.4611,62.6253,2320.0864,214.5868,0,0,0,0,0,7.5162,1045.1464,10.9066,1056.053,169.3959,8.2902,30.4745,337.8831,368.3576,152.0693,0.2967,15.1825,5.0882,20.2707,4.5753,7.6477,838.781,111.1248,949.9057,112.8447,6.1465,745.2696,46.4847,791.7543,67.9195
11,2015,11/1/2015,1.191,0.4508,28.403,28.8538,30.6572,1.7947,187.9009,49.1156,237.0165,28.1596,2.4053,256.6198,13.625,270.2449,11.5076,29.5533,3331.238,393.315,3724.553,116.4924,4.7557,681.196,79.5805,760.7764,89.5512,0.0159,0.6601,,,,7.1333,770.6885,874.6167,1645.3052,28.5987,61.21,8444.7892,1081.9044,9526.6936,552.0044,44.5667,8823.9567,542.8264,9366.783,772.0323,11.9145,4.7303,1023.9886,1028.7189,198.2649,2.48,34.8004,188.0587,222.8591,42.9264,,,,,,,,,,,1.2243,274.0251,3.4614,277.4865,17.7876,1.109,3.7362,125.9403,129.6765,15.5326,11.3697,5.6633,298.1707,303.834,76.1365,3.4573,4.8094,178.633,183.4424,5.359,21.97,10.8115,2458.9958,2469.8073,448.8228,3.9967,9.624,0.3437,9.9677,24.06,2.1208,245.5846,25.3507,270.9353,19.013,0.519,1.3058,26.495,27.8008,8.1378,1.0717,49.1345,48.7181,97.8526,30.8132,54.7926,8598.6307,1900.0304,10498.6612,230.0615,82.0673,176.57,4848.7506,5025.3206,517.5785,8.8012,963.3275,173.0429,1136.3705,141.6989,1.034,34.0458,75.2727,109.3185,16.5233,1.8683,25.771,104.477,130.248,34.8257,12.8007,2186.7877,46.9021,2233.6898,243.0321,0,0,0,0,0,7.6441,672.5701,86.8325,759.4026,163.8018,12.4112,21.0056,626.7284,647.734,240.664,0.2621,11.3259,3.6243,14.9502,4.0258,7.9193,775.6705,74.2665,849.937,109.9337,6.412,772.3856,47.0241,819.4098,29.4837
12,2015,12/1/2015,1.468,1.9449,33.8975,35.8424,61.1266,1.9229,199.2635,2.6869,201.9503,5.5804,2.9874,248.9279,14.0817,263.0096,29.0719,32.3645,2822.5457,747.1859,3569.7316,95.6812,7.4277,662.5737,276.5083,939.082,146.6199,0.0118,,,,,7.0677,953.9965,827.6777,1781.6742,25.7199,66.0774,7794.6902,1270.511,9065.2012,528.7645,55.7742,8634.4974,623.6447,9258.1421,768.8147,13.1619,1.3576,756.0674,757.425,212.5256,2.871,73.3383,146.6843,220.0226,40.6931,,,,,,,,,,,1.5129,196.8408,0.6435,197.4843,11.3562,0.963,7.6552,102.0695,109.7247,12.3942,10.7477,2.2593,228.2653,230.5246,36.9712,4.2384,4.6719,226.5183,231.1903,3.8225,22.495,11.0698,2852.2421,2863.312,465.4732,6.369,37.0212,11.2915,48.3127,33.3191,2.3036,210.659,89.125,299.784,26.7375,0.5647,8.0075,26.0711,34.0786,9.3111,1.1916,76.9572,17.5381,94.4953,2.5112,56.9286,6337.0435,590.7476,6927.7911,383.9323,82.3761,343.3935,4691.1308,5034.5243,230.8461,10.5385,1169.9044,95.7902,1265.6946,141.8505,1.3223,24.8419,79.6789,104.5208,16.5233,3.261,40.8369,98.5718,139.4087,41.541,14.2358,2848.7785,39.8411,2888.6196,252.9631,0,0,0,0,0,8.8251,656.971,137.202,794.173,138.299,14.1083,10.9305,1105.3192,1116.2497,276.3717,0.3166,10.7816,3.9833,14.7649,3.1682,8.9184,935.1228,52.8745,987.9973,118.1802,9.2426,895.7998,108.2838,1004.0836,73.9364
1,2016,1/1/2016,1.832,7.6283,34.6743,42.3026,58.2528,2.5358,187.9335,50.4972,238.4307,11.3183,3.8194,329.239,16.6906,345.9295,29.723,40.7387,3670.6907,302.1194,3972.8101,100.9484,17.5923,772.0973,98.0653,870.1626,23.0837,0.0159,,,,,8.7323,974.7784,1114.0432,2088.8216,28.9583,74.4387,7545.3344,1659.5143,9204.8487,543.3178,79.5161,8702.2561,1173.6633,9875.9193,708.6269,19.3375,2.3765,1293.9103,1296.2868,217.0352,4.4161,87.4125,218.039,305.4515,45.122,,,,,,,,,,,1.9642,244.5368,12.3555,256.8924,8.237,1.405,10.1051,127.6437,137.7488,10.1051,14.77,27.6947,315.3537,343.0485,76.5226,7.3029,55.7968,415.9398,471.7365,86.2314,24.495,12.054,2867.9326,2879.9866,419.406,7.9184,6.3209,79.6978,86.0187,23.6345,3.0592,202.7518,141.0809,343.8327,12.3446,0.8146,7.1063,31.2679,38.3742,11.0859,1.1561,189.1943,64.6599,253.8542,30.605,66.72,7035.9987,424.9339,7460.9326,119.5382,89.7552,709.6923,5720.5207,6430.213,159.8599,13.7303,1428.3488,216.6571,1645.0059,152.8669,1.9865,22.7127,153.1346,175.8472,21.6828,5.2777,293.8341,548.9209,842.755,161.4473,16.9481,2621.2381,40.3035,2661.5416,200.4199,2.6709,0,0,0,0,10.6775,803.3772,115.2745,918.6518,85.0239,11.9803,45.8041,737.1857,782.9898,187.5406,0.4802,4.1891,13.7409,17.93,4.0807,13.8703,933.8981,347.6244,1281.5226,138.4794,17.7881,1075.6782,427.0896,1502.7678,84.7665
2,2016,2/1/2016,1.887,0.7143,45.7155,46.4298,27.8579,2.0269,172.687,33.3039,205.991,13.1959,2.8169,284.1927,1.7632,285.9559,22.8184,35.07,3730.2246,327.4316,4057.6563,94.6629,8.5945,437.5536,295.5746,733.1283,72.4223,0.0133,,,,,7.831,950.5896,834.3022,1784.8918,31.7974,65.4276,8707.9855,1450.5445,10158.53,586.0505,52.3793,10226.889,258.7321,10485.6211,948.2427,14.7579,2.6907,1260.3262,1263.017,194.1865,2.6586,49.8443,184.0461,233.8904,50.1944,,,,,,,,,,,1.4159,203.0867,2.6346,205.7213,8.7821,1.242,1.1754,131.6411,132.8164,10.3432,10.5583,0,375.7846,375.7846,74.2612,4.5183,3.4262,195.7809,199.2071,4.5682,23.175,11.4045,2762.6038,2774.0083,422.9904,4.0745,2.5604,25.6044,28.1649,15.4974,2.3094,217.204,74.3506,291.5546,17.5434,0.6002,5.6412,25.0718,30.713,8.3573,1.1793,45.3869,14.0287,59.4156,9.0774,56.9815,7542.2959,426.6259,7968.9219,121.6427,83.8486,211.6828,5281.313,5492.9958,345.8732,10.0501,567.0056,494.6963,1061.7019,122.6193,1.2666,19.8557,105.8019,125.6576,6.3973,2.3893,31.4794,213.6101,245.0895,34.8522,14.5586,3142.6012,42.5261,3185.1274,259.7731,0.335,0.1268,17.7554,17.8822,2.7901,8.3496,661.0549,258.1656,919.2205,159.2813,10.5829,23.843,809.9786,833.8216,172.8688,0.3427,25.347,8.8987,34.2458,3.0662,9.7717,758.2364,169.7877,928.0241,161.2845,10.4376,832.788,189.2094,1021.9974,64.3367
3,2016,3/1/2016,3.146,1.1909,76.2168,77.4076,35.7266,2.7661,222.9571,70.4084,293.3656,12.6735,4.2577,346.0991,5.1216,351.2208,35.6963,50.9355,3758.3182,365.1662,4123.4843,130.3135,17.5745,699.634,58.7886,758.4226,72.7857,0.0359,0.618,,,,11.3968,1313.7231,256.2337,1569.9568,46.9768,79.5677,7714.6627,1453.1183,9167.781,675.7739,84.9677,11906.5972,456.7716,12363.3688,966.0341,21.0349,2.7654,1177.2556,1180.021,257.769,4.6452,27.1792,230.3037,257.4829,51.1786,,,,,,,,,,,2.1387,258.6185,0.6004,259.2189,12.9309,1.215,1.7017,128.7793,130.481,9.1985,15.3035,84.2901,341.6778,425.9678,78.3279,7.7458,3.157,236.7768,239.9338,4.5777,24.85,12.8872,2800.5525,2813.4397,433.973,6.8365,3.9732,3.2282,7.2013,81.9463,3.5517,120.8035,141.3658,262.1692,7.8394,1.0061,32.4942,12.2331,44.7273,7.2634,1.2768,123.5555,12.7916,136.3471,3.9974,61.5,8814.9853,217.0018,9031.9871,231.7498,93.8074,189.5918,5417.1008,5606.6926,482.7088,16.225,774.6064,429.624,1204.2304,139.7882,1.941,32.0617,100.0443,132.106,12.9612,4.3987,44.5163,163.2264,207.7428,43.7744,20.3419,2309.6694,87.847,2397.5164,189.1034,3.8007,1.4387,107.905,109.3437,27.3359,10.9268,816.607,82.7924,899.3994,121.821,12.4805,51.4794,756.1874,807.6668,199.9943,0.5688,11.0294,7.1353,18.1648,4.1506,16.5519,580.3703,281.3898,861.7601,123.9965,18.6081,602.2723,344.055,946.3273,68.7959
4,2016,4/1/2016,1.567,0.5932,32.0313,32.6245,27.8791,2.0937,240.6158,14.6722,255.288,5.4828,2.7217,327.8838,24.2145,352.0983,41.7492,36.7967,3616.874,333.2132,3950.0872,136.1708,7.5497,575.3286,237.8367,813.1652,90.0755,0.0197,0.2233,1.7864,2.0097,1.0421,8.2333,905.1648,140.7222,1045.8871,33.5954,65.7667,7312.5695,1264.1143,8576.6838,538.6055,53.7,9213.8529,557.0216,9770.8745,814.0503,14.1191,1.5836,871.1227,872.7064,237.5172,2.8933,8.421,205.5472,213.9682,40.8823,,,,,,,,,,,1.4927,289.5831,0.7382,290.3213,4.7696,1.301,1.182,103.4209,104.6029,18.7143,9.7376,78.0512,288.1499,366.2011,72.607,4.1777,6.679,145.7228,152.4017,4.2502,22.29,13.8904,2362.5438,2376.4343,424.6117,3.2443,2.3334,1.2035,3.537,40.5276,2.3836,315.2606,6.646,321.9066,12.7808,0.5966,0.6246,23.6903,24.3149,5.5995,1.22,53.4196,17.1229,70.5424,2.9572,58.3321,8308.953,643.253,8952.206,314.5667,84.657,166.0981,4914.7442,5080.8422,273.0122,10.0452,650.7935,389.4344,1040.2279,170.4202,1.1557,60.9472,61.5657,122.513,21.062,2.064,45.7201,134.9117,180.6317,44.9706,14.499,2773.7519,89.2779,2863.0298,242.6934,0,0,0,0,0,8.0204,714.2381,124.8771,839.1153,151.7605,12.9085,97.9484,743.8671,841.8154,221.9997,0.3315,3.4845,15.1037,18.5882,3.8289,9.691,636.9693,138.8752,775.8444,112.8958,9.0567,745.2696,50.1689,795.4384,46.1573
5,2016,5/1/2016,1.21,0.458,0.9161,1.3741,15.1151,1.9329,219.0124,17.2614,236.2739,3.5242,2.5023,312.2122,35.7224,347.9347,19.1541,33.129,3790.4637,239.2672,4029.7309,122.2558,6.2358,879.7209,45.114,924.8349,65.3966,0.0147,,,,,8.1774,939.7445,28.2467,967.9911,37.2483,57.7323,6618.9935,971.9312,7590.9247,550.4147,47.2581,8130.8499,595.0649,8725.9148,535.4448,12.0962,1.9942,942.2485,944.2427,224.6007,0,0,0,0,0,,,,,,,,,,,1.4271,330.5411,0.6723,331.2134,14.006,1.2955,13.2092,150.9239,164.1331,15.5955,0,0,0,0,0,3.8174,4.5118,186.6959,191.2077,6.2232,22.56,73.4322,2859.264,2932.6963,450.2521,0,0,0,0,0,2.2647,384.8098,4.564,389.3738,19.6879,0.536,0.4753,28.9325,29.4079,6.4065,1.0281,73.2248,14.9735,88.1983,3.1918,57.0677,8528.9415,343.826,8872.7675,308.5991,80.0519,170.1798,4300.9931,4471.1729,286.5122,9.5115,1169.16,134.1355,1303.2955,146.3286,1.1281,84.4064,60.5096,144.916,16.9775,1.8781,45.7882,150.2425,196.0307,40.7801,13.5665,2816.4322,57.7936,2874.2258,182.0475,0,0,0,0,0,7.5116,668.4031,153.208,821.6111,155.0451,8.0829,9.0865,487.7355,496.822,154.8857,0.2832,5.4505,18.4243,23.8748,4.8364,8.8355,713.1402,131.3203,844.4605,119.0981,8.8668,843.4818,77.3546,920.8364,71.5781
